wavelength (nm),irradiance (W/m^2/nm),uncertainty (W/m^2/nm),bandwidth (nm)
1354.4,0.3716484997509849,0.0011149455094709992,1.0
1354.5,0.3715730706463587,0.0011147191980853677,1.0
1354.6,0.3714908978800606,0.00111447274684906,1.0
1354.7,0.37139881442875744,0.0011141964932903647,1.0
1354.8,0.37129337353203895,0.001113880192860961,1.0
1354.9,0.37117156801633,0.0011135147651657462,1.0
1355.0,0.371031639534291,0.0011130949715152383,1.0
1355.1,0.37087501674313544,0.0011126251192763448,1.0
1355.2,0.3707061454642617,0.001112118479795754,1.0
1355.3,0.37053271846728086,0.0011115981033071876,1.0
1355.4,0.37036395708511594,0.0011110918130725622,1.0
1355.5,0.37020743420005914,0.0011106223100796342,1.0
1355.6,0.37006494812188984,0.0011101949494332075,1.0
1355.7,0.3699283365223324,0.0011097850510850549,1.0
1355.8,0.3697768489046574,0.0011093306820839643,1.0
1355.9,0.36957728647221927,0.0011087319580838084,1.0
1356.0,0.3692882881000972,0.0011078650131821632,1.0
1356.1,0.3688688623159361,0.001106606679968536,1.0
1356.2,0.3682903360693681,0.0011048710439354181,1.0
1356.3,0.3675493325342524,0.0011026480933651328,1.0
1356.4,0.3666779115777075,0.0011000337544828653,1.0
1356.5,0.365746726792835,0.0010972401360049844,1.0
1356.6,0.364857882212652,0.0010945737594738603,1.0
1356.7,0.3641271490244973,0.0010923815425485373,1.0
1356.8,0.3636591688762986,0.0010909775737673044,1.0
1356.9,0.3635224273988128,0.0010905673261731863,1.0
1357.0,0.3637321902439427,0.0010911965509876609,1.0
1357.1,0.36424703634310845,0.0010927411494776607,1.0
1357.2,0.36498026718373416,0.0010949408169835806,1.0
1357.3,0.3658218361979449,0.0010974655160680413,1.0
1357.4,0.3666634851370347,0.0010999904479831457,1.0
1357.5,0.36741928476538893,0.001102257869206369,1.0
1357.6,0.36803663452196717,0.0011041099205613136,1.0
1357.7,0.36849686195689557,0.001105490722693503,1.0
1357.8,0.36880822930454854,0.0011064247228205204,1.0
1357.9,0.3689951935779226,0.0011069857282564044,1.0
1358.0,0.36908813622167586,0.001107264426536858,1.0
1358.1,0.369116010023253,0.0011073481291532516,1.0
1358.2,0.3691022729346621,0.001107306918129325,1.0
1358.3,0.3690638090866077,0.0011071914341300726,1.0
1358.4,0.36901165810301184,0.0011070349719375372,1.0
1358.5,0.3689524037957883,0.0011068573221564293,1.0
1358.6,0.3688896427844953,0.0011066689621657133,1.0
1358.7,0.36882521334135177,0.0011064757127314806,1.0
1358.8,0.3687599846494174,0.0011062800185754895,1.0
1358.9,0.3686935770655167,0.0011060808319598436,1.0
1359.0,0.36862580076806184,0.001105877454392612,1.0
1359.1,0.36855548685569645,0.0011056665098294616,1.0
1359.2,0.3684806571876633,0.0011054420610889792,1.0
1359.3,0.36839828460916757,0.0011051949113607407,1.0
1359.4,0.36830426297954677,0.001104912837035954,1.0
1359.5,0.36819363695629836,0.0011045809369534254,1.0
1359.6,0.3680613912532604,0.0011041841935366392,1.0
1359.7,0.36790374941989656,0.0011037113144993782,1.0
1359.8,0.3677200320947349,0.0011031600879505277,1.0
1359.9,0.3675143354278278,0.001102542970329523,1.0
1360.0,0.3672965701041806,0.0011018897639587522,1.0
1360.1,0.3670820517287457,0.0011012462200596929,1.0
1360.2,0.3668893428546882,0.0011006681015715003,1.0
1360.3,0.3667365664483381,0.0011002096580341458,1.0
1360.4,0.3666372398048687,0.0010999117512255907,1.0
1360.5,0.3665968377784967,0.0010997905628755689,1.0
1360.6,0.36661135413465856,0.0010998341022059321,1.0
1360.7,0.366668370545268,0.001100005116313696,1.0
1360.8,0.3667502336026597,0.0011002507526427507,1.0
1360.9,0.36683817095086096,0.0011005145497620106,1.0
1361.0,0.366916207604667,0.0011007486609742045,1.0
1361.1,0.36697350375235316,0.001100920606404543,1.0
1361.2,0.3670046944364118,0.0011010142043232918,1.0
1361.3,0.36700994949721094,0.0011010299203917384,1.0
1361.4,0.36699192643697975,0.0011009757872670889,1.0
1361.5,0.36695421188466665,0.0011008626315742731,1.0
1361.6,0.36689931348335264,0.001100697903893888,1.0
1361.7,0.36682666176827433,0.001100479974411428,1.0
1361.8,0.36673116152839064,0.0011001934763044119,1.0
1361.9,0.3666018131022191,0.0010998055804520845,1.0
1362.0,0.366420893147825,0.0010992627358064055,1.0
1362.1,0.36616431430477736,0.0010984929976984859,1.0
1362.2,0.3658041128560102,0.0010974124306812882,1.0
1362.3,0.3653137337604511,0.0010959412902593613,1.0
1362.4,0.36467612304702757,0.001094028353691101,1.0
1362.5,0.363893328790766,0.0010916800238192081,1.0
1362.6,0.3629948532626545,0.0010889846598729491,1.0
1362.7,0.36204108969944354,0.001086123287677765,1.0
1362.8,0.36111903633200526,0.001083357143215835,1.0
1362.9,0.36032927862065434,0.0010809879750013351,1.0
1363.0,0.3597666374438024,0.0010792999528348446,1.0
1363.1,0.35949964838525533,0.0010784990154206753,1.0
1363.2,0.35955492642974496,0.0010786647908389568,1.0
1363.3,0.359911601193223,0.00107973488047719,1.0
1363.4,0.3605071614296436,0.001081521506421268,1.0
1363.5,0.36125264075798746,0.0010837579611688852,1.0
1363.6,0.3620519994454372,0.00108615611679852,1.0
1363.7,0.3628199976084602,0.0010884599760174751,1.0
1363.8,0.3634942938413787,0.0010904829250648618,1.0
1363.9,0.3640400908499658,0.0010921203065663576,1.0
1364.0,0.3644479674891007,0.0010933439480140805,1.0
1364.1,0.36472755470671175,0.0010941827204078436,1.0
1364.2,0.3648996029995286,0.0010946989059448242,1.0
1364.3,0.36498884911762475,0.0010949666611850262,1.0
1364.4,0.3650189608158159,0.001095056883059442,1.0
1364.5,0.3650095396706951,0.001095028594136238,1.0
1364.6,0.36497521193513277,0.001094925682991743,1.0
1364.7,0.3649258483316946,0.0010947776027023792,1.0
1364.8,0.3648674332357013,0.0010946023976430297,1.0
1364.9,0.36480293385828855,0.0010944087989628315,1.0
1365.0,0.36473332927922486,0.0010942000662907958,1.0
1365.1,0.3646575604938626,0.0010939727071672678,1.0
1365.2,0.3645741488919389,0.0010937225306406617,1.0
1365.3,0.36448094649232865,0.0010934429010376334,1.0
1365.4,0.3643759851448846,0.0010931279975920916,1.0
1365.5,0.3642582458073986,0.0010927747935056686,1.0
1365.6,0.36412814808548566,0.001092384452931583,1.0
1365.7,0.36398760018563386,0.0010919629130512476,1.0
1365.8,0.3638392596100724,0.0010915177408605814,1.0
1365.9,0.3636848047812617,0.0010910544078797102,1.0
1366.0,0.3635226172204005,0.0010905679082497954,1.0
1366.1,0.36334569350996015,0.0010900370543822646,1.0
1366.2,0.3631408760167229,0.001089422614313662,1.0
1366.3,0.36289077108888035,0.0010886723175644875,1.0
1366.4,0.36257845463328836,0.0010877354070544243,1.0
1366.5,0.3621946253921449,0.0010865838266909122,1.0
1366.6,0.36174501797552344,0.0010852350387722254,1.0
1366.7,0.3612551583916783,0.001083765528164804,1.0
1366.8,0.3607699943944788,0.0010823101038113236,1.0
1366.9,0.36034699197197917,0.0010810410603880882,1.0
1367.0,0.36004379694321154,0.0010801313910633326,1.0
1367.1,0.35990408825459,0.0010797122959047556,1.0
1367.2,0.3599459988630545,0.0010798380244523287,1.0
1367.3,0.3601572602996671,0.0010804719058796763,1.0
1367.4,0.36049863943941235,0.001081495895050466,1.0
1367.5,0.3609141888669383,0.0010827425867319107,1.0
1367.6,0.36134475418112044,0.0010840343311429024,1.0
1367.7,0.36174015254850983,0.001085220486856997,1.0
1367.8,0.3620668854541647,0.0010862007038667798,1.0
1367.9,0.3623097971428907,0.0010869294637814164,1.0
1368.0,0.3624699166475057,0.0010874097933992743,1.0
1368.1,0.362558113751564,0.001087674405425787,1.0
1368.2,0.3625895142384302,0.001087768585421145,1.0
1368.3,0.3625785645299971,0.0010877357563003898,1.0
1368.4,0.36253569482298376,0.001087607117369771,1.0
1368.5,0.3624655207791567,0.001087396638467908,1.0
1368.6,0.3623661941356874,0.001087098615244031,1.0
1368.7,0.3622294226863718,0.001086688251234591,1.0
1368.8,0.36204152928627853,0.0010861246846616268,1.0
1368.9,0.36178593951360943,0.0010853578569367528,1.0
1369.0,0.3614472078854835,0.0010843416675925255,1.0
1369.1,0.3610168823459387,0.0010830507380887866,1.0
1369.2,0.3604999881717467,0.00108149996958673,1.0
1369.3,0.3599203030144322,0.0010797609575092793,1.0
1369.4,0.3593213559612608,0.0010779640870168805,1.0
1369.5,0.35876203166689036,0.001076286076568067,1.0
1369.6,0.35830593035384417,0.0010749178472906351,1.0
1369.7,0.35800719113708496,0.0010740216821432114,1.0
1369.8,0.3578972644565284,0.0010736917611211538,1.0
1369.9,0.3579757406971693,0.0010739272693172097,1.0
1370.0,0.35821050004822974,0.0010746315820142627,1.0
1370.1,0.35854557511313795,0.0010756368283182383,1.0
1370.2,0.35891422861786726,0.0010767427738755941,1.0
1370.3,0.3592523208469605,0.0010777571005746722,1.0
1370.4,0.3595076508637726,0.0010785229969769716,1.0
1370.5,0.35964337329905033,0.0010789301013574004,1.0
1370.6,0.3596364897688401,0.001078909495845437,1.0
1370.7,0.35947470183237434,0.0010784241603687406,1.0
1370.8,0.35915504227851747,0.0010774651309475303,1.0
1370.9,0.3586866325340939,0.0010760598815977573,1.0
1371.0,0.3580955580815113,0.0010742867598310113,1.0
1371.1,0.3574298537730932,0.0010722896549850702,1.0
1371.2,0.35675919412217255,0.0010702776489779353,1.0
1371.3,0.3561667809278655,0.0010685003362596035,1.0
1371.4,0.35573363803633334,0.001067201024852693,1.0
1371.5,0.3555193394543159,0.001066558063030243,1.0
1371.6,0.3555457546268499,0.0010666372254490852,1.0
1371.7,0.3557899750854707,0.001067369943484664,1.0
1371.8,0.3561890400066876,0.0010685671586543322,1.0
1371.9,0.3566571200609851,0.0010699713602662086,1.0
1372.0,0.35710689731797457,0.0010713207302615047,1.0
1372.1,0.3574707553299594,0.0010724123567342758,1.0
1372.2,0.35771448624869584,0.0010731435613706708,1.0
1372.3,0.3578403979050672,0.0010735212126746774,1.0
1372.4,0.357880380325824,0.001073641236871481,1.0
1372.5,0.3578821586543834,0.001073646591976285,1.0
1372.6,0.3578935679308713,0.0010736807016655803,1.0
1372.7,0.3579495453180528,0.0010738486889749765,1.0
1372.8,0.3580651666462433,0.001074195490218699,1.0
1372.9,0.35823512690159437,0.001074705389328301,1.0
1373.0,0.35843925504274965,0.0010753177339211106,1.0
1373.1,0.3586503866014338,0.001075951149687171,1.0
1373.2,0.3588424360952389,0.0010765274055302143,1.0
1373.3,0.35899579195696235,0.0010769874788820744,1.0
1373.4,0.3590993046659732,0.0010772979585453868,1.0
1373.5,0.3591492477247846,0.001077447785064578,1.0
1373.6,0.3591463504479182,0.001077439053915441,1.0
1373.7,0.3590933302812624,0.0010772800305858254,1.0
1373.8,0.35899231522472264,0.00107697700150311,1.0
1373.9,0.3588447938791716,0.001076534390449524,1.0
1374.0,0.35865274438536643,0.0010759582510218024,1.0
1374.1,0.3584209622360516,0.001075263018719852,1.0
1374.2,0.35815930816318275,0.0010744779137894511,1.0
1374.3,0.3578839969266021,0.0010736520634964108,1.0
1374.4,0.35761683802768707,0.0010728505440056324,1.0
1374.5,0.3573823384324837,0.0010721470462158322,1.0
1374.6,0.3572029870038414,0.0010716089745983481,1.0
1374.7,0.3570940593842733,0.00107128219678998,1.0
1374.8,0.35706003136700754,0.0010711802169680595,1.0
1374.9,0.35709314024816396,0.001071279519237578,1.0
1375.0,0.35717545288300034,0.0010715264361351728,1.0
1375.1,0.3572835013288987,0.001071850536391139,1.0
1375.2,0.35739402744604826,0.001072182203643024,1.0
1375.3,0.3574890081742179,0.0010724670719355345,1.0
1375.4,0.3575585827814519,0.0010726758046075702,1.0
1375.5,0.3576012127138281,0.001072803745046258,1.0
1375.6,0.3576215735767722,0.0010728647466748953,1.0
1375.7,0.35762721827135685,0.001072881743311882,1.0
1375.8,0.35762542995218755,0.001072876388207078,1.0
1375.9,0.35762096414956923,0.001072862884029746,1.0
1376.0,0.3576152994737649,0.0010728458873927593,1.0
1376.1,0.3576071371454894,0.0010728214401751757,1.0
1376.2,0.357593360094459,0.001072780112735927,1.0
1376.3,0.3575703916823351,0.0010727111948654056,1.0
1376.4,0.3575344854304111,0.0010726035106927156,1.0
1376.5,0.3574819847754693,0.001072445884346962,1.0
1376.6,0.35740889347355603,0.0010722266742959619,1.0
1376.7,0.3573107357314432,0.0010719322599470615,1.0
1376.8,0.357182306441381,0.0010715470416471362,1.0
1376.9,0.3570187401763559,0.0010710563510656357,1.0
1377.0,0.3568165901759577,0.0010704498272389174,1.0
1377.1,0.35657569659042837,0.0010697271209210157,1.0
1377.2,0.35630081495007276,0.0010689024347811937,1.0
1377.3,0.35600256527319785,0.001068007666617632,1.0
1377.4,0.3556973421506238,0.001067092060111463,1.0
1377.5,0.35540579617298124,0.0010662174317985773,1.0
1377.6,0.3551502963158012,0.0010654509533196688,1.0
1377.7,0.3549515830852032,0.001064854790456593,1.0
1377.8,0.3548253817011452,0.0010644762078300118,1.0
1377.9,0.35477956476421596,0.0010643387213349342,1.0
1378.0,0.35481239390829566,0.0010644372086971998,1.0
1378.1,0.3549123699414074,0.0010647372109815478,1.0
1378.2,0.3550596015592718,0.0010651787742972374,1.0
1378.3,0.35522874258461234,0.001065686228685081,1.0
1378.4,0.3553926884928131,0.0010661780834197998,1.0
1378.5,0.3555264827403832,0.001066579483449459,1.0
1378.6,0.3556106036756086,0.0010668318718671799,1.0
1378.7,0.35563331233187556,0.0010668999748304486,1.0
1378.8,0.3555918013478065,0.0010667754104360938,1.0
1378.9,0.3554921949672603,0.001066476688720286,1.0
1379.0,0.3553487098281026,0.0010660461848601699,1.0
1379.1,0.355181556934129,0.0010655446676537395,1.0
1379.2,0.35501407435002924,0.0010650422191247344,1.0
1379.3,0.3548689607414603,0.0010646069422364235,1.0
1379.4,0.3547643290841424,0.0010642929701134562,1.0
1379.5,0.35471054963113546,0.001064131734892726,1.0
1379.6,0.35470858148098827,0.0010641257977113128,1.0
1379.7,0.3547506019861615,0.0010642518755048513,1.0
1379.8,0.35482240449939967,0.0010644672438502312,1.0
1379.9,0.35490711488060833,0.0010647213784977794,1.0
1380.0,0.35498881808824184,0.001064966549165547,1.0
1380.1,0.3550553355688512,0.0010651659686118364,1.0
1380.2,0.3550996738955176,0.0010652990313246846,1.0
1380.3,0.3551197050683355,0.0010653592180460691,1.0
1380.4,0.3551170575567162,0.001065351301804185,1.0
1380.5,0.3550955877360749,0.0010652868077158928,1.0
1380.6,0.3550598812963485,0.001065179705619812,1.0
1380.7,0.3550142841528368,0.0010650429176166654,1.0
1380.8,0.35496229301899906,0.0010648869210854173,1.0
1380.9,0.35490645550035593,0.0010647193994373083,1.0
1381.0,0.35484845001936793,0.001064545358531177,1.0
1381.1,0.35478931559946303,0.0010643680579960346,1.0
1381.2,0.3547296316960144,0.001064188894815743,1.0
1381.3,0.35466971800853847,0.001064009265974164,1.0
1381.4,0.3546097144055736,0.0010638291714712977,1.0
1381.5,0.3545497008119988,0.0010636490769684315,1.0
1381.6,0.35448974716208337,0.0010634693317115307,1.0
1381.7,0.3544298534558272,0.00106328958645463,1.0
1381.8,0.35437003967445013,0.0010631101904436946,1.0
1381.9,0.3543103257991719,0.001062931027263403,1.0
1382.0,0.3542507018393827,0.0010627522133290768,1.0
1382.1,0.35419116779508236,0.0010625735158100724,1.0
1382.2,0.35413172366627094,0.0010623952839523554,1.0
1382.3,0.35407233948111894,0.0010622170520946383,1.0
1382.4,0.3540130152396262,0.001062039053067565,1.0
1382.5,0.3539537409511828,0.0010618612868711352,1.0
1382.6,0.3538944966345692,0.0010616835206747055,1.0
1382.7,0.35383528228978517,0.0010615058708935976,1.0
1382.8,0.3537760379731715,0.0010613281046971679,1.0
1382.9,0.35371677367533805,0.00106115045491606,1.0
1383.0,0.3536574094714058,0.001060972223058343,1.0
1383.1,0.353597825474056,0.0010607935255393386,1.0
1383.2,0.3535377819086516,0.0010606134310364723,1.0
1383.3,0.35347681920713786,0.0010604304261505604,1.0
1383.4,0.3534141680925536,0.0010602425318211317,1.0
1383.5,0.3533486496729326,0.0010600460227578878,1.0
1383.6,0.35327858552581426,0.0010598357766866684,1.0
1383.7,0.3532018276700735,0.0010596055071800947,1.0
1383.8,0.3531161082372665,0.001059348345734179,1.0
1383.9,0.35301943909602645,0.0010590583551675081,1.0
1384.0,0.35291096105390307,0.00105873285792768,1.0
1384.1,0.3527917131343245,0.0010583752300590277,1.0
1384.2,0.3526652420037997,0.0010579957161098719,1.0
1384.3,0.3525376818967974,0.0010576130589470267,1.0
1384.4,0.35241702530122515,0.0010572511237114668,1.0
1384.5,0.3523116743199956,0.0010569350561127067,1.0
1384.6,0.3522286223800278,0.001056685927323997,1.0
1384.7,0.35217165592246774,0.001056515029631555,1.0
1384.8,0.3521404152853596,0.0010564213152974844,1.0
1384.9,0.3521303447505963,0.0010563910473138094,1.0
1385.0,0.3521340113044238,0.001056402106769383,1.0
1385.1,0.3521427331068528,0.001056428300216794,1.0
1385.2,0.3521480281300914,0.0010564441327005625,1.0
1385.3,0.35214281303173184,0.0010564285330474377,1.0
1385.4,0.3521213631923103,0.0010563640389591455,1.0
1385.5,0.3520783336355388,0.0010562350507825613,1.0
1385.6,0.35200713055889365,0.0010560214286670089,1.0
1385.7,0.3518982928548145,0.0010556950001046062,1.0
1385.8,0.35173836317178725,0.0010552151361480355,1.0
1385.9,0.3515105972476459,0.0010545317782089114,1.0
1386.0,0.35119746156204346,0.0010535924229770899,1.0
1386.1,0.35078572854749324,0.001052357256412506,1.0
1386.2,0.3502729804764032,0.001050818944349885,1.0
1386.3,0.3496738136298144,0.0010490214917808771,1.0
1386.4,0.349023165170492,0.001047069439664483,1.0
1386.5,0.3483743150209486,0.0010451229754835367,1.0
1386.6,0.34779057367602106,0.0010433717397972941,1.0
1386.7,0.34733208460721254,0.001041996292769909,1.0
1386.8,0.347041577652998,0.0010411246912553906,1.0
1386.9,0.3469342285497916,0.0010408026864752173,1.0
1387.0,0.3469948915330088,0.0010409846436232328,1.0
1387.1,0.3471845033180022,0.001041553565301001,1.0
1387.2,0.34745257136241675,0.0010423577623441815,1.0
1387.3,0.34775109078575844,0.0010432533454149961,1.0
1387.4,0.34804447503561975,0.0010441334452480078,1.0
1387.5,0.348312822817111,0.0010449385736137629,1.0
1387.6,0.34854856124794004,0.0010456457966938615,1.0
1387.7,0.34874943245027307,0.0010462483623996377,1.0
1387.8,0.34891193971065043,0.001046735909767449,1.0
1387.9,0.3490283902594614,0.0010470851557329297,1.0
1388.0,0.34908862364645366,0.001047265948727727,1.0
1388.1,0.3490851569048238,0.0010472555877640843,1.0
1388.2,0.34901896911434055,0.0010470568668097258,1.0
1388.3,0.34890361753261684,0.0010467108804732561,1.0
1388.4,0.3487643883932698,0.001046293298713863,1.0
1388.5,0.3486333215821982,0.0010459000477567315,1.0
1388.6,0.3485410682905269,0.001045623212121427,1.0
1388.7,0.34850819918400766,0.0010455246083438396,1.0
1388.8,0.34853847073195693,0.0010456154122948647,1.0
1388.9,0.34861650738576294,0.0010458495235070586,1.0
1389.0,0.3487099695412302,0.0010461299680173397,1.0
1389.1,0.34877517825194476,0.001046325545758009,1.0
1389.2,0.34876532751059885,0.0010462960926815867,1.0
1389.3,0.34863947579788684,0.001045918557792902,1.0
1389.4,0.3483711479976153,0.001045113429427147,1.0
1389.5,0.34795564852313876,0.001043866970576346,1.0
1389.6,0.3474151465377903,0.0010422454215586185,1.0
1389.7,0.3467992054572058,0.0010403976775705814,1.0
1389.8,0.34617983759743093,0.0010385395726189017,1.0
1389.9,0.3456399050768459,0.0010369197698310018,1.0
1390.0,0.3452567651877844,0.0010357704013586044,1.0
1390.1,0.3450850565757036,0.0010352552635595202,1.0
1390.2,0.34514392124914167,0.0010354317491874099,1.0
1390.3,0.3454128285047865,0.0010362385073676705,1.0
1390.4,0.3458377491243839,0.0010375133715569973,1.0
1390.5,0.34634566174028997,0.0010390370152890682,1.0
1390.6,0.3468622761774051,0.0010405868524685502,1.0
1390.7,0.34732753887971524,0.0010419825557619333,1.0
1390.8,0.3477049941117525,0.0010431150440126657,1.0
1390.9,0.34798303278483156,0.0010439491597935557,1.0
1391.0,0.34816984719905736,0.0010445095831528306,1.0
1391.1,0.3482851488277316,0.0010448554530739784,1.0
1391.2,0.34835165631773113,0.0010450551053509116,1.0
1391.3,0.34838884136772036,0.0010451666312292218,1.0
1391.4,0.348409931545186,0.0010452298447489738,1.0
1391.5,0.3484217104742396,0.0010452652350068092,1.0
1391.6,0.3484261263238084,0.0010452783899381757,1.0
1391.7,0.3484225996385193,0.0010452677961438894,1.0
1391.8,0.34840995152640586,0.0010452298447489738,1.0
1391.9,0.34838758255087493,0.0010451627895236015,1.0
1392.0,0.3483559922424209,0.0010450680274516344,1.0
1392.1,0.34831635949301004,0.0010449490509927273,1.0
1392.2,0.34827040268754245,0.001044811331667006,1.0
1392.3,0.3482199800794566,0.001044659991748631,1.0
1392.4,0.3481665702790153,0.0010444996878504753,1.0
1392.5,0.3481112722533059,0.001044333796016872,1.0
1392.6,0.3480548552792895,0.0010441646445542574,1.0
1392.7,0.3479976990001416,0.0010439931647852063,1.0
1392.8,0.34793984337830186,0.0010438195895403624,1.0
1392.9,0.347880958723644,0.001043642871081829,1.0
1393.0,0.34782017585310815,0.001043460564687848,1.0
1393.1,0.3477559162503326,0.0010432677809149027,1.0
1393.2,0.3476855024318683,0.0010430566035211086,1.0
1393.3,0.34760499809742096,0.0010428150417283177,1.0
1393.4,0.347509088242532,0.0010425272630527616,1.0
1393.5,0.3473915287360239,0.0010421746410429478,1.0
1393.6,0.34724620532464745,0.001041738665662706,1.0
1393.7,0.3470689019710314,0.0010412067640572786,1.0
1393.8,0.3468595687221265,0.0010405788198113441,1.0
1393.9,0.34662439975606085,0.001039873226545751,1.0
1394.0,0.34637686241495846,0.001039130613207817,1.0
1394.1,0.34613685799370886,0.0010384105844423175,1.0
1394.2,0.3459276346415126,0.0010377828730270267,1.0
1394.3,0.34577119168133497,0.0010373136028647423,1.0
1394.4,0.34568289467117785,0.0010370486415922642,1.0
1394.5,0.3456675590850055,0.0010370027739554644,1.0
1394.6,0.3457180915898001,0.0010371542302891612,1.0
1394.7,0.3458170585713136,0.0010374512057751417,1.0
1394.8,0.34594081225594997,0.0010378224542364478,1.0
1394.9,0.3460644260720479,0.0010381933534517884,1.0
1395.0,0.34616617044310927,0.0010384985944256186,1.0
1395.1,0.3462301403181982,0.0010386904468759894,1.0
1395.2,0.34624711436439154,0.0010387414367869496,1.0
1395.3,0.3462140754175043,0.001038642250932753,1.0
1395.4,0.34613306156195284,0.0010383991757407784,1.0
1395.5,0.3460101970415962,0.0010380306048318744,1.0
1395.6,0.3458549529546046,0.0010375649435445666,1.0
1395.7,0.34567916817369104,0.0010370374657213688,1.0
1395.8,0.34549525103633166,0.001036485773511231,1.0
1395.9,0.34531355181436657,0.0010359407169744372,1.0
1396.0,0.3451391557282269,0.0010354174301028252,1.0
1396.1,0.3449693353414142,0.0010349081130698323,1.0
1396.2,0.3447931409454954,0.0010343794710934162,1.0
1396.3,0.344594118005991,0.0010337824933230877,1.0
1396.4,0.34435598182878974,0.001033067936077714,1.0
1396.5,0.3440703502921987,0.001032211002893746,1.0
1396.6,0.3437431977809286,0.0010312296217307448,1.0
1396.7,0.34339784237844945,0.001030193641781807,1.0
1396.8,0.3430724182426894,0.0010292172664776444,1.0
1396.9,0.34281167331532003,0.0010284350719302893,1.0
1397.0,0.34265543016734,0.001027966383844614,1.0
1397.1,0.34262724665685657,0.0010278817499056458,1.0
1397.2,0.3427271327744794,0.0010281814029440284,1.0
1397.3,0.34293079135697,0.001028792466968298,1.0
1397.4,0.3431955724907327,0.0010295866522938013,1.0
1397.5,0.3434710435770714,0.0010304132010787725,1.0
1397.6,0.3437107382894147,0.0010311322985216975,1.0
1397.7,0.34388190740856167,0.0010316458065062761,1.0
1397.8,0.34397077388348224,0.0010319123975932598,1.0
1397.9,0.34398288250266196,0.001031948602758348,1.0
1398.0,0.3439389837628305,0.0010318169370293617,1.0
1398.1,0.34386792055472376,0.0010316037805750966,1.0
1398.2,0.34379944491457703,0.001031398423947394,1.0
1398.3,0.3437566851042724,0.0010312701342627406,1.0
1398.4,0.34375200949884654,0.0010312560480087996,1.0
1398.5,0.3437854480701292,0.0010313563980162144,1.0
1398.6,0.3438461110533464,0.0010315383551642299,1.0
1398.7,0.3439155258108223,0.0010317466221749783,1.0
1398.8,0.3439717529632509,0.0010319153079763055,1.0
1398.9,0.3439929630280351,0.001031978870742023,1.0
1399.0,0.343960093921516,0.0010318802669644356,1.0
1399.1,0.34385873918424015,0.0010315761901438236,1.0
1399.2,0.34368095628134965,0.0010310428915545344,1.0
1399.3,0.34342702494992133,0.0010302811861038208,1.0
1399.4,0.343108014785707,0.0010293241357430816,1.0
1399.5,0.34274614490508915,0.0010282384464517236,1.0
1399.6,0.34237404463994975,0.001027122139930725,1.0
1399.7,0.34202984814821724,0.001026089652441442,1.0
1399.8,0.34174919193534853,0.0010252476204186678,1.0
1399.9,0.3415553141599345,0.0010246660094708204,1.0
1400.0,0.34145055262468815,0.0010243516881018877,1.0
1400.1,0.34141202883297445,0.0010242362041026354,1.0
1400.2,0.34139412566006183,0.0010241824202239513,1.0
1400.3,0.34133784855458377,0.0010240135015919805,1.0
1400.4,0.3411857515097058,0.0010235572699457407,1.0
1400.5,0.3408984115788245,0.0010226952144876122,1.0
1400.6,0.3404683657763565,0.001021405216306448,1.0
1400.7,0.3399271244858766,0.001019781455397606,1.0
1400.8,0.3393423541081309,0.001018027076497674,1.0
1400.9,0.33880491924001693,0.0010164148407056928,1.0
1401.0,0.33840829202761175,0.0010152248432859778,1.0
1401.1,0.338225873481735,0.0010146776912733912,1.0
1401.2,0.3382927506243002,0.001014878274872899,1.0
1401.3,0.33859789382199523,0.001015793764963746,1.0
1401.4,0.3390880531241369,0.001017264206893742,1.0
1401.5,0.33968267424322846,0.001019048155285418,1.0
1401.6,0.3402936100282609,0.0010208808816969395,1.0
1401.7,0.34084376294275764,0.00102253130171448,1.0
1401.8,0.34127947342103004,0.0010238385293632746,1.0
1401.9,0.34157471592432975,0.001024724217131734,1.0
1402.0,0.3417278819644654,0.0010251837084069848,1.0
1402.1,0.3417548566111529,0.0010252646170556545,1.0
1402.2,0.34168053646422386,0.001025041681714356,1.0
1402.3,0.34153243566329955,0.0010245973244309425,1.0
1402.4,0.34133698936213375,0.001024011056870222,1.0
1402.5,0.34111871451738235,0.0010233562206849456,1.0
1402.6,0.3409004097008014,0.0010227012680843472,1.0
1402.7,0.3407037845076692,0.0010221113916486502,1.0
1402.8,0.34054875022348524,0.0010216463124379516,1.0
1402.9,0.3404511319743061,0.001021353411488235,1.0
1403.0,0.3404195216846323,0.0010212586494162679,1.0
1403.1,0.3404522309413934,0.001021356787532568,1.0
1403.2,0.3405358923085642,0.0010216077789664268,1.0
1403.3,0.34064734755243303,0.001021942007355392,1.0
1403.4,0.3407572942142093,0.0010222719283774495,1.0
1403.5,0.3408363998632729,0.0010225092992186546,1.0
1403.6,0.34086165612506036,0.0010225849691778421,1.0
1403.7,0.3408215138545454,0.001022464595735073,1.0
1403.8,0.34071863055395724,0.001022155862301588,1.0
1403.9,0.3405694807389951,0.0010217084782198071,1.0
1404.0,0.3404009191690278,0.001021202770061791,1.0
1404.1,0.34024426640604255,0.0010207328014075756,1.0
1404.2,0.3401283153877258,0.0010203850688412786,1.0
1404.3,0.34007295741835714,0.0010202189441770315,1.0
1404.4,0.3400852158966851,0.0010202557314187288,1.0
1404.5,0.3401585070107961,0.001020475523546338,1.0
1404.6,0.3402754371088815,0.0010208262829110026,1.0
1404.7,0.3404126681262517,0.0010212380439043045,1.0
